payment_id,account_id,cohort,payment_usd,period
CgQfR02t8dQAI,6MQ5GR0zQ4QtQAW,2020-03,50,7
CfQfR02t8dQAI,gnQ5GR1Uh4QtQAB,2020-10,50,0
CeQfR02t8dQAI,zVQ5GR1R24QtQAR,2020-08,50,2
CaQfR02t8dQAI,tWQ5GR1PV4QtQAT,2020-08,30,2
DBQfR02t8dQAY,1nQ5GR0p54QtQAA,2020-03,872.37,7
DAQfR02t8dQAY,6iQ5GR1GH4QtQAD,2020-03,833.09,7
D6QfR02t8dQAI,m7Q5GR1Iz4QtQAF,2020-04,81.25,5
D5QfR02t8dQAI,UhQ5GR1Iy4QtQAN,2020-04,81.25,5
D2QfR02t8dQAI,krQ5GR1SC4QtQAD,2020-10,500,0
CxQfR02t8dQAI,ZLQ5GR18t4QtQAY,2020-03,250,7
CwQfR02t8dQAI,u6Q5GR1Iy4QtQAB,2020-05,250,5
CvQfR02t8dQAI,mGQ5GR0t34QtQAU,2020-03,250,7
CuQfR02t8dQAI,rJQ5GR1UW4QtQAX,2020-10,250,0
CtQfR02t8dQAI,h4Q5GR0p44QtQAA,2020-03,250,7
CoQfR02t8dQAI,Q4Q5GR1Ou4QtQAN,2020-08,125,2
CnQfR02t8dQAI,44Q5GR1Uh4QtQAB,2020-10,125,0
CmQfR02t8dQAI,15Q5GR1SC4QtQAD,2020-10,125,0
ClQfR02t8dQAI,1PQ5GR1Bd4QtQAR,2020-03,32.5,7
CdQfR02t8dQAI,RHQ5GR1O24QtQAZ,2020-08,50,2
CcQfR02t8dQAI,TDQ5GR1SZ4QtQA5,2020-09,50,1
CbQfR02t8dQAI,6WQ5GR1Uh4QtQAR,2020-10,50,0
wEQfR02t8dQAU,GNQ5GR1TU4QtQA1,2020-10,59.09,0
wDQfR02t8dQAU,ByQ5GR0fe4QtQAI,2020-03,1405.73,7
wCQfR02t8dQAU,g5Q5GR0rg4QtQAE,2020-03,1400.24,7
wBQfR02t8dQAU,xVQ5GR0o74QtQAQ,2020-03,500,7
wAQfR02t8dQAU,hXQ5GR0fe4QtQAQ,2020-03,50,7
w9QfR02t8dQAE,GqQ5GR1Kh4QtQAN,2020-05,50,5
vzQfR02t8dQAE,nHQ5GR1PV4QtQAT,2020-08,75,2
vyQfR02t8dQAE,fEQ5GR1Em4QtQAR,2020-03,32.5,7
vnQfR02t8dQAE,72Q5GR1PV4QtQAD,2020-08,75,2
vmQfR02t8dQAE,AHQ5GR1R04QtQA3,2020-08,50,2
vlQfR02t8dQAE,f0Q5GR1Kh4QtQAF,2020-05,50,5
vkQfR02t8dQAE,zxQ5GR1HY4QtQAD,2020-03,50,7
vjQfR02t8dQAE,gCQ5GR1Ug4QtQAR,2020-10,25,0
viQfR02t8dQAE,D4Q5GR1Mo4QtQAN,2020-06,50,4
vFQfR02t8dQAU,nIQ5GR1PV4QtQAT,2020-08,150,2
vEQfR02t8dQAU,75Q5GR1Ug4QtQAB,2020-10,500,0
vDQfR02t8dQAU,ZhQ5GR1NY4QtQAL,2020-07,250,3
vCQfR02t8dQAU,7eQ5GR1KH4QtQAD,2020-07,200,3
vBQfR02t8dQAU,DdQ5GR0bu4QtQAM,2020-02,50,7
vAQfR02t8dQAU,MUQ5GR1SY4QtQA1,2020-09,50,1
w8QfR02t8dQAE,PGQ5GR1En4QtQAZ,2020-03,500,7
w7QfR02t8dQAE,mQQ5GR1PV4QtQAX,2020-08,500,2
w6QfR02t8dQAE,QvQ5GR1SD4QtQAP,2020-09,250,1
w5QfR02t8dQAE,1NQ5GR1Bf4QtQAR,2020-03,125,7
w2QfR02t8dQAE,G8Q5GR1D94QtQAN,2020-08,50,1
w1QfR02t8dQAE,HwQ5GR1SC4QtQAL,2020-09,30,1
w0QfR02t8dQAE,W5Q5GR1Kg4QtQAJ,2020-08,25,2
vZQfR02t8dQAU,QHQ5GR1PT4QtQA1,2020-08,25,2
vYQfR02t8dQAU,eEQ5GR1L64QtQAR,2020-06,75,4
vXQfR02t8dQAU,hXQ5GR1L64QtQAR,2020-06,30,4
vhQfR02t8dQAE,gOQ5GR1L74QtQAR,2020-07,1524.63,2
vfQfR02t8dQAE,MSQ5GR1H04QtQA3,2020-05,250,5
veQfR02t8dQAE,SIQ5GR15k4QtQAY,2020-03,250,7
vcQfR02t8dQAE,8mQ5GR1Nb4QtQAB,2020-07,50,3
vbQfR02t8dQAE,y6Q5GR1SC4QtQAD,2020-09,50,1
v9QfR02t8dQAE,CQQ5GR1Gz4QtQAZ,2020-03,250,7
v8QfR02t8dQAE,s1Q5GR0zR4QtQAG,2020-03,250,7
v7QfR02t8dQAE,jMQ5GR1SC4QtQAX,2020-09,30,1
v6QfR02t8dQAE,aoQ5GR18t4QtQAA,2020-03,50,7
wZQfR02t8dQAU,vgQ5GR1R24QtQAB,2020-08,752.43,2
wYQfR02t8dQAU,IfQ5GR1SC4QtQAL,2020-09,75,0
wXQfR02t8dQAU,vOQ5GR1PS4QtQAT,2020-08,475,2
wWQfR02t8dQAU,EjQ5GR1NY4QtQAL,2020-07,250,3
wVQfR02t8dQAU,VMQ5GR1GG4QtQA1,2020-02,125,7
wUQfR02t8dQAU,J3Q5GR1UA4QtQAL,2020-10,50,0
wTQfR02t8dQAU,6tQ5GR1L64QtQAF,2020-06,50,4
wSQfR02t8dQAU,glQ5GR1SC4QtQAH,2020-09,30,1
waQfR02t8dQAE,WUQ5GR0p64QtQAY,2020-03,2636.94,7
w4QfR02t8dQAE,QBQ5GR15h4QtQAY,2020-03,32.5,7
vwQfR02t8dQAE,dvQ5GR1L64QtQAB,2020-06,300,4
vvQfR02t8dQAE,zzQ5GR15i4QtQAE,2020-03,81.25,7
vUQfR02t8dQAU,rfQ5GR1PV4QtQAD,2020-08,888.78,1
vuQfR02t8dQAE,QwQ5GR1Ms4QtQAN,2020-07,250,3
vTQfR02t8dQAU,JaQ5GR1S94QtQAJ,2020-09,150,1
vSQfR02t8dQAU,gXQ5GR1El4QtQAR,2020-03,250,7
vsQfR02t8dQAE,eCQ5GR1Mq4QtQAV,2020-06,50,3
vRQfR02t8dQAU,n3Q5GR1TV4QtQAH,2020-10,125,0
vrQfR02t8dQAE,jLQ5GR1SC4QtQAX,2020-09,30,1
vQQfR02t8dQAU,IBQ5GR0zQ4QtQA0,2020-03,50,7
vNQfR02t8dQAU,duQ5GR1L64QtQAB,2020-06,30,4
vMQfR02t8dQAU,AjQ5GR1SD4QtQAP,2020-09,25,1
vgQfR02t8dQAE,4dQ5GR1Ke4QtQAF,2020-05,75,5
vaQfR02t8dQAE,h8Q5GR1L74QtQAB,2020-06,50,4
wRQfR02t8dQAU,kJQ5GR1L64QtQAV,2020-06,50,4
wQQfR02t8dQAU,o7Q5GR1TR4QtQAH,2020-10,500,0
wPQfR02t8dQAU,y9Q5GR1UT4QtQAH,2020-10,250,0
wOQfR02t8dQAU,TjQ5GR1UB4QtQAL,2020-10,250,0
wNQfR02t8dQAU,z2Q5GR1L34QtQAF,2020-09,1619.67,1
wMQfR02t8dQAU,nmQ5GR0o74QtQAA,2020-03,3934.36,7
wLQfR02t8dQAU,RBQ5GR1SC4QtQA1,2020-09,50,1
wKQfR02t8dQAU,YlQ5GR0rX4QtQAK,2020-03,910.63,7
wJQfR02t8dQAU,wtQ5GR0rg4QtQAA,2020-03,832.45,7
wIQfR02t8dQAU,qTQ5GR1NZ4QtQAT,2020-07,500,3
wHQfR02t8dQAU,IfQ5GR0p64QtQAM,2020-03,2728.06,7
wGQfR02t8dQAU,BrQ5GR1Na4QtQAJ,2020-07,30,2
wFQfR02t8dQAU,hCQ5GR1UA4QtQAX,2020-10,150,0
wbQfR02t8dQAE,GzQ5GR1Fn4QtQAJ,2020-03,800.06,6
vxQfR02t8dQAE,GzQ5GR1Fn4QtQAJ,2020-03,173.46,6
vWQfR02t8dQAU,GzQ5GR1Fn4QtQAJ,2020-03,827.24,6
vVQfR02t8dQAU,GzQ5GR1Fn4QtQAJ,2020-03,378.45,6
vqQfR02t8dQAE,LOQ5GR0rg4QtQAY,2020-03,1608.56,7
vPQfR02t8dQAU,iNQ5GR1SC4QtQAT,2020-09,50,1
vpQfR02t8dQAE,mhQ5GR1Em4QtQAB,2020-03,500,6
vOQfR02t8dQAU,I0Q5GR1Uh4QtQAJ,2020-10,50,0
voQfR02t8dQAE,maQ5GR1UA4QtQAH,2020-10,30,0
vLQfR02t8dQAU,CoQ5GR1UA4QtQAL,2020-10,250,0
vKQfR02t8dQAU,QtQ5GR1SC4QtQAL,2020-09,50,1
vJQfR02t8dQAU,DWQ5GR1NY4QtQA1,2020-07,618.53,3
vIQfR02t8dQAU,6NQ5GR17F4QtQAS,2020-03,858.42,7
vHQfR02t8dQAU,eSQ5GR1Mr4QtQAV,2020-07,2206.82,2
vGQfR02t8dQAU,x9Q5GR06N4QtQAC,2020-03,250,7
MFQfR02t8dQA2,X3Q5GR0Jo4QtQAN,2020-03,50,7
MEQfR02t8dQA2,6aQ5GR1An4QtQAB,2020-05,250,5
MDQfR02t8dQA2,KaQ5GR0zR4QtQAO,2020-03,250,7
MCQfR02t8dQA2,q0Q5GR1PV4QtQAH,2020-08,50,2
MBQfR02t8dQA2,94Q5GR10o4QtQAA,2020-03,50,7
LoQfR02t8dQAM,YmQ5GR1L64QtQAN,2020-06,692.55,3
LnQfR02t8dQAM,EQQ5GR0NP4QtQA5,2020-03,1115.7,7
LmQfR02t8dQAM,LQQ5GR0zQ4QtQA0,2020-03,150,7
LlQfR02t8dQAM,xbQ5GR06N4QtQAC,2020-03,199,7
LkQfR02t8dQAM,EKQ5GR1NY4QtQA1,2020-07,507.5,2
LjQfR02t8dQAM,udQ5GR1Gq4QtQAB,2020-03,325,6
LiQfR02t8dQAM,kgQ5GR0GW4QtQAD,2020-03,500,7
LhQfR02t8dQAM,YnQ5GR1L64QtQAN,2020-06,500,4
LgQfR02t8dQAM,6lQ5GR1SC4QtQAD,2020-09,25,1
LfQfR02t8dQAM,sxQ5GR1SC4QtQAH,2020-09,30,1
MAQfR02t8dQA2,LDQ5GR1Mp4QtQA3,2020-07,500,3
M8QfR02t8dQAM,sFQ5GR0mU4QtQAW,2020-03,36.69,7
M7QfR02t8dQAM,ZYQ5GR17F4QtQA4,2020-03,50,7
M6QfR02t8dQAM,moQ5GR1NY4QtQAD,2020-07,1013.55,3
M4QfR02t8dQAM,nXQ5GR1Mr4QtQAV,2020-07,75,3
M3QfR02t8dQAM,17Q5GR07s4QtQAE,2020-03,780.61,7
M2QfR02t8dQAM,EdQ5GR0o64QtQAM,2020-10,50,0
M1QfR02t8dQAM,FCQ5GR1PT4QtQA5,2020-08,894.63,2
M0QfR02t8dQAM,gOQ5GR1U94QtQAR,2020-10,50,0
LzQfR02t8dQAM,17Q5GR07s4QtQAE,2020-03,338.17,7
LyQfR02t8dQAM,ctQ5GR11H4QtQAC,2020-02,466.41,7
LYQfR02t8dQA2,JZQ5GR1S94QtQAZ,2020-09,30,1
LxQfR02t8dQAM,rtQ5GR1Hv4QtQAF,2020-04,928.48,6
LXQfR02t8dQA2,xOQ5GR0rg4QtQAU,2020-03,1466.98,7
LWQfR02t8dQA2,OAQ5GR1UA4QtQA1,2020-10,50,0
LVQfR02t8dQA2,UnQ5GR1Kg4QtQAJ,2020-07,500,2
LUQfR02t8dQA2,7yQ5GR1EJ4QtQAH,2020-03,250,7
LTQfR02t8dQA2,C8Q5GR1PT4QtQAP,2020-08,1653.61,1
LSQfR02t8dQA2,QwQ5GR1L54QtQAJ,2020-07,1098.28,2
LRQfR02t8dQA2,LJQ5GR1NZ4QtQA1,2020-08,365.83,2
LQQfR02t8dQA2,PMQ5GR1NY4QtQA1,2020-07,30,3
LPQfR02t8dQA2,1bQ5GR07s4QtQAE,2020-03,3283.21,6
LeQfR02t8dQAM,PvQ5GR1Js4QtQAN,2020-05,32.5,5
LCQfR02t8dQA2,QwQ5GR1L54QtQAJ,2020-07,102.03,2
LBQfR02t8dQA2,C8Q5GR1PT4QtQAP,2020-08,261.35,1
LAQfR02t8dQA2,UeQ5GR0eB4QtQAK,2020-03,224.01,6
L9QfR02t8dQAM,p8Q5GR1Ri4QtQAB,2020-10,179.4,0
L8QfR02t8dQAM,QhQ5GR1RQ4QtQAP,2020-08,6040.94,1
L7QfR02t8dQAM,PGQ5GR1Rh4QtQAZ,2020-10,343.33,0
L6QfR02t8dQAM,SxQ5GR1PT4QtQAP,2020-08,300.07,1
L5QfR02t8dQAM,JQQ5GR1Rk4QtQAZ,2020-09,863.43,0
L4QfR02t8dQAM,0pQ5GR0Kx4QtQAB,2020-03,273.72,7
L3QfR02t8dQAM,ijQ5GR1Iz4QtQAF,2020-04,233.82,5
L2QfR02t8dQAM,tgQ5GR1R44QtQAB,2020-08,59.69,1
L1QfR02t8dQAM,7eQ5GR1KH4QtQAD,2020-07,193.97,3
L0QfR02t8dQAM,ztQ5GR1Ha4QtQAF,2020-03,1579.48,6
KzQfR02t8dQAM,DTQ5GR1L54QtQA3,2020-06,404.35,4
KZQfR02t8dQA2,ooQ5GR1R14QtQAB,2020-08,796.46,1
KyQfR02t8dQAM,8HQ5GR0t34QtQAQ,2020-03,294.97,6
KYQfR02t8dQA2,C9Q5GR0zQ4QtQAO,2020-02,98.92,7
KxQfR02t8dQAM,GCQ5GR1Bf4QtQA3,2020-02,1708.41,7
KXQfR02t8dQA2,f6Q5GR1J04QtQAF,2020-04,1279.3,5
KwQfR02t8dQAM,WUQ5GR0p64QtQAY,2020-03,600.67,6
KWQfR02t8dQA2,AwQ5GR15j4QtQAI,2020-04,415.37,6
KvQfR02t8dQAM,AkQ5GR0p44QtQAI,2020-03,1.77,6
KVQfR02t8dQA2,xPQ5GR06N4QtQAS,2020-03,4529.44,7
KuQfR02t8dQAM,nQQ5GR0hc4QtQAQ,2020-06,1204.04,3
KUQfR02t8dQA2,10Q5GR0V04QtQAB,2020-02,68.18,7
KtQfR02t8dQAM,QEQ5GR0NN4QtQA5,2020-03,1007.72,6
KTQfR02t8dQA2,C8Q5GR1R34QtQAN,2020-08,598.19,1
KsQfR02t8dQAM,xiQ5GR06N4QtQAC,2020-03,4799.03,7
KSQfR02t8dQA2,KVQ5GR1R24QtQA3,2020-08,706.4,1
KrQfR02t8dQAM,hTQ5GR1NZ4QtQAT,2020-09,628.21,0
KRQfR02t8dQA2,WKQ5GR1PT4QtQA5,2020-10,396.27,0
KqQfR02t8dQAM,7AQ5GR0bx4QtQAU,2020-02,200.11,7
KQQfR02t8dQA2,dBQ5GR0bv4QtQAU,2020-03,295.33,7
KpQfR02t8dQAM,1hQ5GR0eA4QtQAG,2020-02,300.29,7
KPQfR02t8dQA2,vtQ5GR1Nc4QtQAF,2020-07,332.01,2
KoQfR02t8dQAM,u6Q5GR1Iy4QtQAB,2020-05,299.5,4
KOQfR02t8dQA2,45Q5GR1An4QtQAB,2020-03,46.1,6
KnQfR02t8dQAM,sfQ5GR0KC4QtQAH,2020-02,250.01,7
KNQfR02t8dQA2,10Q5GR0V04QtQAB,2020-02,181.02,7
KmQfR02t8dQAM,5GQ5GR0Kx4QtQAR,2020-03,274.83,6
KMQfR02t8dQA2,4UQ5GR1Ke4QtQAR,2020-05,5269.16,5
KlQfR02t8dQAM,6iQ5GR1GH4QtQAD,2020-03,542.34,6
KLQfR02t8dQA2,AvQ5GR1L44QtQAJ,2020-06,921.95,4
KkQfR02t8dQAM,dHQ5GR1IK4QtQAX,2020-04,343.23,6
KKQfR02t8dQA2,H5Q5GR1PT4QtQAP,2020-09,43.03,0
KjQfR02t8dQAM,xqQ5GR06N4QtQAC,2020-03,841.16,7
KJQfR02t8dQA2,nUQ5GR1EK4QtQAT,2020-03,425.68,6
KiQfR02t8dQAM,zrQ5GR1Jq4QtQAF,2020-04,276.57,5
KIQfR02t8dQA2,q4Q5GR1O24QtQAF,2020-09,630.23,1
KhQfR02t8dQAM,hkQ5GR1O24QtQAB,2020-07,794.23,2
KHQfR02t8dQA2,cLQ5GR1O24QtQAR,2020-07,85.95,2
KgQfR02t8dQAM,9wQ5GR0p54QtQAE,2020-03,9407.65,6
KGQfR02t8dQA2,v5Q5GR0Qs4QtQAB,2020-02,569.39,7
KfQfR02t8dQAM,nmQ5GR0o74QtQAA,2020-03,662.79,6
KFQfR02t8dQA2,RCQ5GR0KB4QtQA1,2020-03,246.84,6
KeQfR02t8dQAM,luQ5GR1NY4QtQAD,2020-07,396.76,2
KEQfR02t8dQA2,YWQ5GR1L64QtQA3,2020-06,310.99,3
KdQfR02t8dQAM,1TQ5GR1SC4QtQAT,2020-09,201.05,0
KDQfR02t8dQA2,5LQ5GR1Bg4QtQAR,2020-02,1270.89,7
KcQfR02t8dQAM,DUQ5GR0Uw4QtQAZ,2020-02,37.8,7
KCQfR02t8dQA2,UZQ5GR0Iu4QtQAZ,2020-03,952.94,7
KbQfR02t8dQAM,cuQ5GR0o74QtQAA,2020-02,1342.35,7
KBQfR02t8dQA2,cwQ5GR15j4QtQAE,2020-03,515.65,7
KaQfR02t8dQAM,EZQ5GR1NY4QtQA1,2020-09,69.37,0
KAQfR02t8dQA2,FLQ5GR1NZ4QtQA1,2020-08,592.4,2
K9QfR02t8dQAM,RcQ5GR0p44QtQAI,2020-02,1654.94,7
K8QfR02t8dQAM,P6Q5GR0KB4QtQAL,2020-03,247.61,6
K7QfR02t8dQAM,Y5Q5GR1Mr4QtQAN,2020-08,542.89,2
K6QfR02t8dQAM,jKQ5GR0Pp4QtQAV,2020-02,513.5,7
K5QfR02t8dQAM,8NQ5GR1Kh4QtQAR,2020-06,437.97,4
M9QfR02t8dQAM,6dQ5GR1L44QtQAF,2020-10,125,0
LwQfR02t8dQAM,FVQ5GR15j4QtQA2,2020-03,75,7
LvQfR02t8dQAM,X7Q5GR1KG4QtQAP,2020-05,250,4
LuQfR02t8dQAM,y3Q5GR1KF4QtQAH,2020-05,50,5
LtQfR02t8dQAM,wzQ5GR1An4QtQAB,2020-03,50,6
LsQfR02t8dQAM,w9Q5GR1Ou4QtQAF,2020-08,30,2
LrQfR02t8dQAM,COQ5GR1U84QtQAZ,2020-10,30,0
LqQfR02t8dQAM,O7Q5GR1EK4QtQAL,2020-03,74.43,7
LpQfR02t8dQAM,skQ5GR1Am4QtQAB,2020-03,207.9,7
LOQfR02t8dQA2,SoQ5GR1KH4QtQAL,2020-05,150,5
LNQfR02t8dQA2,F3Q5GR1SZ4QtQAP,2020-10,500,0
LMQfR02t8dQA2,A5Q5GR1An4QtQAJ,2020-03,250,7
LLQfR02t8dQA2,iIQ5GR1EI4QtQAT,2020-03,50,7
LKQfR02t8dQA2,NHQ5GR1UA4QtQA1,2020-10,50,0
LJQfR02t8dQA2,PXQ5GR1TU4QtQA5,2020-10,30,0
LIQfR02t8dQA2,MqQ5GR1TT4QtQAL,2020-10,30,0
LHQfR02t8dQA2,yAQ5GR1Ou4QtQAV,2020-08,30,2
LGQfR02t8dQA2,R3Q5GR1NY4QtQAL,2020-07,363.28,2
LFQfR02t8dQA2,REQ5GR12C4QtQA0,2020-03,984.19,7
LEQfR02t8dQA2,REQ5GR1Am4QtQAZ,2020-03,113.4,7
LdQfR02t8dQAM,GzQ5GR1Fn4QtQAJ,2020-03,13577,6
LDQfR02t8dQA2,moQ5GR1NY4QtQAD,2020-07,2011.61,2
LcQfR02t8dQAM,4rQ5GR11h4QtQAE,2020-10,50,0
LbQfR02t8dQAM,10Q5GR0V04QtQAB,2020-02,14829.5,7
i3QfR02t8dQAE,xqQ5GR06N4QtQAC,2020-03,125,7
i2QfR02t8dQAE,RCQ5GR0KB4QtQA1,2020-03,125,6
i1QfR02t8dQAE,WkQ5GR1T34QtQAN,2020-10,500,0
i0QfR02t8dQAE,73Q5GR1SB4QtQAD,2020-09,25,1
hzQfR02t8dQAE,3eQ5GR1Ov4QtQAF,2020-08,300,2
hyQfR02t8dQAE,0XQ5GR1Ov4QtQAV,2020-08,30,2
hxQfR02t8dQAE,AUQ5GR1L74QtQA3,2020-08,998.75,2
hvQfR02t8dQAE,4UQ5GR1Ke4QtQAR,2020-05,5050,5
huQfR02t8dQAE,mNQ5GR12D4QtQAW,2020-03,50,7
hSQfR02t8dQAU,DPQ5GR1T64QtQA3,2020-10,50,0
hRQfR02t8dQAU,x1Q5GR06N4QtQAC,2020-08,250,2
hrQfR02t8dQAE,YQQ5GR12C4QtQA0,2020-03,250,7
hQQfR02t8dQAU,KmQ5GR1TT4QtQAL,2020-10,975,0
hOQfR02t8dQAU,3eQ5GR1Ov4QtQAF,2020-08,300,2
hoQfR02t8dQAE,w0Q5GR0o64QtQAE,2020-03,1946.99,7
hMQfR02t8dQAU,1NQ5GR1O34QtQAV,2020-08,125,1
hIQfR02t8dQAU,AvQ5GR1L44QtQAJ,2020-06,1823.39,4
hGQfR02t8dQAU,60Q5GR1IH4QtQAD,2020-03,1444.63,6
hFQfR02t8dQAU,qsQ5GR1II4QtQAD,2020-05,50,4
hEQfR02t8dQAU,K5Q5GR1H04QtQAN,2020-03,250,7
hDQfR02t8dQAU,xYQ5GR06N4QtQAS,2020-03,99,7
gvQfR02t8dQAE,nUQ5GR1EK4QtQAT,2020-03,250,6
guQfR02t8dQAE,wqQ5GR1PS4QtQAD,2020-08,1180.44,2
gtQfR02t8dQAE,XLQ5GR1L64QtQA3,2020-06,1030.23,4
gsQfR02t8dQAE,AvQ5GR1L44QtQAJ,2020-06,1823.39,4
grQfR02t8dQAE,n7Q5GR0t34QtQAA,2020-03,250,6
i9QfR02t8dQAE,vaQ5GR1Ou4QtQAF,2020-08,150,2
i8QfR02t8dQAE,M7Q5GR1EI4QtQAL,2020-03,250,7
i7QfR02t8dQAE,XFQ5GR1L64QtQA3,2020-06,250,4
i5QfR02t8dQAE,zSQ5GR1Ov4QtQAV,2020-08,30,2
i4QfR02t8dQAE,vpQ5GR1Ou4QtQAF,2020-08,30,2
hZQfR02t8dQAU,q4Q5GR1O24QtQAF,2020-09,761.97,1
hYQfR02t8dQAU,xAQ5GR06N4QtQAS,2020-03,639.63,7
hXQfR02t8dQAU,GSQ5GR1H04QtQA3,2020-05,1300.64,5
hWQfR02t8dQAU,wdQ5GR1Ou4QtQAF,2020-08,300,2
hVQfR02t8dQAU,ypQ5GR0t44QtQAE,2020-03,500,7
hUQfR02t8dQAU,uLQ5GR0Md4QtQAR,2020-03,250,7
hTQfR02t8dQAU,37Q5GR1L54QtQAB,2020-08,125,2
gzQfR02t8dQAE,cwQ5GR15j4QtQAE,2020-03,1004.23,7
gyQfR02t8dQAE,DJQ5GR0WE4QtQA5,2020-03,500,7
gxQfR02t8dQAE,QmQ5GR1Ie4QtQAN,2020-04,250,6
gwQfR02t8dQAE,SEQ5GR1Ou4QtQAZ,2020-08,125,2
i6QfR02t8dQAE,LzQ5GR1Kh4QtQAN,2020-06,250,4
hhQfR02t8dQAE,xcQ5GR06N4QtQAC,2020-03,4701.92,7
hgQfR02t8dQAE,buQ5GR1Rk4QtQAF,2020-09,75,1
hfQfR02t8dQAE,bTQ5GR19Y4QtQAW,2020-03,1000,7
heQfR02t8dQAE,UJQ5GR0t54QtQAY,2020-03,500,7
hdQfR02t8dQAE,bbQ5GR1SB4QtQAH,2020-09,125,1
hcQfR02t8dQAE,0LQ5GR1Kh4QtQAR,2020-05,30,4
hbQfR02t8dQAE,HnQ5GR1S94QtQAJ,2020-09,30,1
haQfR02t8dQAE,fgQ5GR1Rk4QtQAF,2020-09,30,1
h6QfR02t8dQAE,ghQ5GR12D4QtQAC,2020-03,767.2,7
h5QfR02t8dQAE,VQQ5GR12D4QtQA0,2020-03,311.07,7
h4QfR02t8dQAE,sFQ5GR0mU4QtQAW,2020-03,567.81,7
h3QfR02t8dQAE,vCQ5GR1RQ4QtQAX,2020-10,500,0
h2QfR02t8dQAE,V9Q5GR1Rk4QtQAN,2020-09,250,1
h1QfR02t8dQAE,btQ5GR1Rk4QtQAF,2020-09,30,1
gZQfR02t8dQAU,C5Q5GR1O14QtQAJ,2020-08,394.26,2
gYQfR02t8dQAU,U3Q5GR12D4QtQAK,2020-03,582.96,7
gXQfR02t8dQAU,qPQ5GR1Rh4QtQAR,2020-09,150,1
gWQfR02t8dQAU,PSQ5GR1EI4QtQA5,2020-03,500,7
gVQfR02t8dQAU,rtQ5GR1Hv4QtQAF,2020-04,500,6
gUQfR02t8dQAU,qjQ5GR1Rh4QtQAB,2020-09,30,1
gTQfR02t8dQAU,UVQ5GR1Rh4QtQA3,2020-09,5,1
gbQfR02t8dQAE,0pQ5GR0Kx4QtQAB,2020-03,814.16,7
gaQfR02t8dQAE,xOQ5GR0rg4QtQAU,2020-03,1819.22,7
hiQfR02t8dQAE,wQQ5GR1Rj4QtQAR,2020-09,25,1
h0QfR02t8dQAE,kNQ5GR1U94QtQAV,2020-10,25,0
ghQfR02t8dQAE,KoQ5GR0Di4QtQAN,2020-03,150,7
ggQfR02t8dQAE,qRQ5GR1RQ4QtQAX,2020-09,250,1
gfQfR02t8dQAE,TqQ5GR1U94QtQAN,2020-10,50,0
geQfR02t8dQAE,qtQ5GR1II4QtQAD,2020-10,50,0
gdQfR02t8dQAE,ItQ5GR1TU4QtQAP,2020-10,30,0
gcQfR02t8dQAE,7cQ5GR1L54QtQAB,2020-06,30,4
tSQfR02t8dQAQ,xiQ5GR06N4QtQAC,2020-03,3063.44,7
tNQfR02t8dQAQ,H3Q5GR1L34QtQAJ,2020-06,1051.98,4
qVQfR02t8dQAU,TDQ5GR1SZ4QtQA5,2020-09,100,0
HXQfR02t8dQAY,UZQ5GR0Iu4QtQAZ,2020-03,1706.95,7
hnQfR02t8dQAE,RcQ5GR0p44QtQAI,2020-02,1000,7
hmQfR02t8dQAE,xPQ5GR06N4QtQAS,2020-03,7550,7
hlQfR02t8dQAE,78Q5GR1T54QtQAF,2020-10,500,0
hkQfR02t8dQAE,nyQ5GR1O24QtQAF,2020-10,50,0
hCQfR02t8dQAU,dBQ5GR0bv4QtQAU,2020-03,925.5,7
hBQfR02t8dQAU,P7Q5GR1Js4QtQAN,2020-05,81.25,5
hAQfR02t8dQAU,qLQ5GR1TU4QtQAT,2020-10,250,0
h9QfR02t8dQAE,O3Q5GR1254QtQAM,2020-03,250,7
h8QfR02t8dQAE,U4Q5GR0t44QtQAI,2020-03,250,7
h7QfR02t8dQAE,IcQ5GR0t44QtQAI,2020-03,50,7
gqQfR02t8dQAE,DTQ5GR1L54QtQA3,2020-06,2342.84,4
gpQfR02t8dQAE,voQ5GR06N4QtQAC,2020-03,500,7
goQfR02t8dQAE,gnQ5GR1NY4QtQAD,2020-07,500,2
gnQfR02t8dQAE,wEQ5GR0OD4QtQAX,2020-03,500,6
gmQfR02t8dQAE,YWQ5GR1L64QtQA3,2020-06,500,3
glQfR02t8dQAE,YsQ5GR1T64QtQAN,2020-10,500,0
gkQfR02t8dQAE,YNQ5GR1TS4QtQA5,2020-10,500,0
gjQfR02t8dQAE,xqQ5GR06N4QtQAC,2020-03,250,7
giQfR02t8dQAE,O4Q5GR1254QtQAM,2020-03,400,7
zyQfR02t8dQAE,2gQ5GR1Rh4QtQAF,2020-09,50,0
zxQfR02t8dQAE,JKQ5GR1Rj4QtQA3,2020-08,50,0
zwQfR02t8dQAE,dYQ5GR0mU4QtQAS,2020-02,100,7
sHQfR02t8dQAU,7KQ5GR1TV4QtQAX,2020-09,100,0
qWQfR02t8dQAU,wKQ5GR1RQ4QtQAX,2020-08,100,1
3iQfR02t8dQAE,10Q5GR0V04QtQAB,2020-02,14829.5,7
1HQfR02t8dQAU,tuQ5GR1II4QtQAD,2020-03,250,6
1GQfR02t8dQAU,JQQ5GR1Rk4QtQAZ,2020-09,250,0
1FQfR02t8dQAU,j5Q5GR1Bg4QtQAB,2020-02,845.76,7
